question,hops,cypher_query,thinking,context,split
Frits Zernike làm nghề gì?,1,"MATCH (p:Person {name: ""Frits Zernike""})-[:WORKS_AS]->(o:Occupation) RETURN o.name","Step 1: Translate to English: 'What is Frits Zernike's occupation?'
Step 2: Identify entity 'Frits Zernike' and intent 'occupation'.
Step 3: Map the entity to the Person node and the intent to the WORKS_AS relationship and the Occupation node's name property.
Step 4: Construct the MATCH and RETURN clauses: MATCH (p:Person {name: ""Frits Zernike""})-[:WORKS_AS]->(o:Occupation) RETURN o.name.","Relevant Nodes:
""Occupation"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:WORKS_AS]->(:Occupation)",train
Những người làm việc trong cùng lĩnh vực với những người đã nhận giải Nobel Hòa bình là ai?,4,"MATCH (a:Award {name: ""Nobel Peace Prize""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as the people who received the Nobel Peace Prize?'
Step 2: Identify entities: 'Nobel Peace Prize', 'people who work in the same field', 'people who received'. Intent: Find people based on a shared field with award recipients.
Step 3: Map keywords to schema: 'Nobel Peace Prize' -> Award(name='Nobel Peace Prize'); 'received' -> RECEIVED; 'people' -> Person; 'work in the same field' -> WORKS_IN_FIELD.
Step 4: Construct MATCH clause: Find AwardStatement for 'Nobel Peace Prize', then find Person who RECEIVED it (p1). Then find Field (f) that p1 WORKS_IN_FIELD. Then find other Person (p2) that WORKS_IN_FIELD the same Field (f). Construct RETURN clause: Return p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Kể tên những người đã nhận Giải Nobel Hóa học?,2,"MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Prize in Chemistry""}) RETURN p.name","Step 1: Translate to English: 'List the names of people who received the Nobel Prize in Chemistry?'
Step 2: Identify entities and intent: Find 'people' (Person) who 'received' an 'Award' named 'Nobel Prize in Chemistry', and return their 'name'.
Step 3: Map keywords to schema: 'people' -> Person node; 'received' -> RECEIVED relationship; 'Nobel Prize in Chemistry' -> Award node with name property; 'name' (of people) -> Person.name property.
Step 4: Construct the MATCH and RETURN clauses logic: MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Nobel Prize in Chemistry""}) RETURN p.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Có những người đàn ông nào đã làm việc trong cùng một lĩnh vực với những người đã nhận giải Nobel Vật lý?,4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which men worked in the same field as people who received the Nobel Prize in Physics?'
Step 2: Identify entities: 'men' (gender), 'same field', 'Nobel Prize in Physics' (award name). Intent: Find people (p2) who share a field with award recipients (p1) of a specific award.
Step 3: Map keywords: 'men' -> Person(gender='male'), 'worked in' -> WORKS_IN_FIELD, 'same field' -> shared Field node, 'Nobel Prize in Physics' -> Award(name='Nobel Prize in Physics'), 'received' -> RECEIVED, 'AwardStatement' -> IS_INSTANCE_OF.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person {gender: ""male""}) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Subrahmanyan Chandrasekhar sinh vào ngày nào?,1,"MATCH (p:Person {name: ""Subrahmanyan Chandrasekhar""}) RETURN p.born_on_date","Step 1: Translate to English: 'What date was Subrahmanyan Chandrasekhar born?'
Step 2: Identify entity 'Subrahmanyan Chandrasekhar' and intent 'birth date'.
Step 3: Map 'Subrahmanyan Chandrasekhar' to Person.name and 'birth date' to Person.born_on_date.
Step 4: Construct MATCH (p:Person {name: ""Subrahmanyan Chandrasekhar""}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
John Mott là công dân nước nào?,1,"MATCH (p:Person {name: ""John Mott""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is John Mott a citizen of?'
Step 2: Identify entity 'John Mott' and intent 'citizenship country'.
Step 3: Map 'John Mott' to Person node with name 'John Mott'. Map 'citizenship country' to the Country node connected via IS_CITIZEN_OF relationship.
Step 4: Construct MATCH (p:Person {name: ""John Mott""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người nào đã đoạt giải thưởng Khoa học Kinh tế Kỷ niệm Alfred Nobel?,2,"MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name","Step 1: Translate to English: 'Which people received the Prize in Economic Sciences in Memory of Alfred Nobel?'
Step 2: Identify entities 'Prize in Economic Sciences in Memory of Alfred Nobel' and intent to find the 'name' of 'Person's who received it.
Step 3: Map 'people' to Node 'Person' and property 'name'. Map 'received' to Relationship 'RECEIVED'. Map 'Prize in Economic Sciences in Memory of Alfred Nobel' to Node 'Award' and property 'name'. The intermediate 'AwardStatement' is part of the required path.
Step 4: Construct MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người làm trong lĩnh vực mà người nhận giải thưởng 'Giải thưởng Lục địa Á' làm việc là ai?,4,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the field that the recipient of the award ""Continental Award Asia"" works in?'
Step 2: Identify entities: 'Continental Award Asia' (Award), and the intent to find people working in the same field as award recipients.
Step 3: Map keywords to schema: 'Continental Award Asia' -> Award(name='Continental Award Asia'), award recipient -> Person(RECEIVED)->AwardStatement(IS_INSTANCE_OF)->Award, works in field -> WORKS_IN_FIELD.
Step 4: Construct the MATCH and RETURN clauses: Find AwardStatement instances of the specified Award, then find Persons who RECEIVED those statements, then find the Field they WORKED_IN, and finally find other Persons who WORKED_IN the same Field. Return the names of these other persons. MATCH (a:Award {name: ""Continental Award Asia""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Robert F. Engle là công dân nước nào?,1,"MATCH (p:Person {name: ""Robert F. Engle""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country is Robert F. Engle a citizen of?'
Step 2: Identify entity 'Robert F. Engle' and intent 'citizenship country'.
Step 3: Map 'citizenship country' to relationship ':IS_CITIZEN_OF' and node ':Country' property 'name'.
Step 4: Construct MATCH (p:Person {name: ""Robert F. Engle""})-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
"Liệt kê tên của những người đã phát triển công trình, những tổ chức mà họ đã thành lập và những sự kiện mà họ đã tham gia.",4,"MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name","Step 1: Translate to English: 'List the names of people who developed notable works, the organizations they founded, and the events they participated in.'
Step 2: Identify entities: 'people' (Person), 'notable works' (Notable_Work), 'organizations' (Organization), 'events' (Event). Identify intent: 'list names', 'developed', 'founded', 'participated in'.
Step 3: Map keywords to schema: 'people' -> Person node, 'developed' -> DEVELOPED relationship, 'notable works' -> Notable_Work node, 'founded' -> FOUNDED relationship, 'organizations' -> Organization node, 'participated in' -> PARTICIPATED_IN relationship, 'events' -> Event node. The question implies retrieving the names of these entities.
Step 4: Construct the MATCH and RETURN clauses logic. The goal is to find people and link them to the notable works they developed, organizations they founded, and events they participated in. The Cypher query provided in the context, `MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p), (p)-[:DEVELOPED]->(nw:Notable_Work) RETURN p.name, o.name, nw.name`, directly addresses this by matching a Person connected via DEVELOPED to a Notable_Work, via FOUNDED to an Organization, and via PARTICIPATED_IN to an Event, and then returning their names.","Relevant Nodes:
""Event"": properties: [""name"", ""date""]
""Notable_Work"": properties: [""name"", ""description""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)
(:Person)-[:FOUNDED]->(:Organization)
(:Person)-[:PARTICIPATED_IN]->(:Event)",train
Những người nào khác có quốc tịch giống với Walter Houser Brattain?,2,"MATCH (p1:Person {name: ""Walter Houser Brattain""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who else has the same nationality as Walter Houser Brattain?'
Step 2: Identify entity 'Walter Houser Brattain' and intent 'people with the same nationality'.
Step 3: Map 'nationality' to relationship ':IS_CITIZEN_OF' and entity 'Person'. Map 'Walter Houser Brattain' to 'Person' node.
Step 4: Construct MATCH (p1:Person {name: ""Walter Houser Brattain""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người nào đã từng học tại cùng tổ chức với Shinya Yamanaka?,2,"MATCH (p1:Person {name: ""Shinya Yamanaka""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people have studied at the same organization as Shinya Yamanaka?'
Step 2: Identify entity 'Shinya Yamanaka' (a Person) and the intent to find other 'Person' nodes who share an 'Organization' with Shinya Yamanaka via the 'EDUCATED_AT' relationship.
Step 3: Map keywords to schema: 'Shinya Yamanaka' -> Person node with name 'Shinya Yamanaka'. 'studied at' -> EDUCATED_AT relationship. 'organization' -> Organization node. 'people' -> other Person nodes. Return 'name' property of these people.
Step 4: Construct MATCH (p1:Person {name: ""Shinya Yamanaka""})-[:EDUCATED_AT]->(o:Organization)<-[:EDUCATED_AT]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:EDUCATED_AT]->(:Organization)",train
Ai là người cùng quốc tịch với Elinor Ostrom?,2,"MATCH (p1:Person {name: ""Elinor Ostrom""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who is a citizen of the same country as Elinor Ostrom?'
Step 2: Identify entity 'Elinor Ostrom' and intent 'find people with the same citizenship'.
Step 3: Map keywords to schema: 'Elinor Ostrom' -> Person node with name property, 'same country' -> IS_CITIZEN_OF relationship to Country node, 'who' -> Person node.
Step 4: Construct MATCH (p1:Person {name: ""Elinor Ostrom""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là những người có cùng quốc tịch với John Sulston?,2,"MATCH (p1:Person {name: ""John Sulston""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people with the same nationality as John Sulston?'
Step 2: Identify entity 'John Sulston' and the intent to find other 'Person' entities sharing the same 'Country' via the 'IS_CITIZEN_OF' relationship.
Step 3: Map 'John Sulston' to p1.name in a 'Person' node. Map 'nationality' or 'same country' to the ':IS_CITIZEN_OF' relationship and the 'Country' node.
Step 4: Construct the MATCH clause to find 'John Sulston' (p1), then the 'Country' (c) they are a citizen of, and then other 'Person' nodes (p2) that are also citizens of that same 'Country'. The RETURN clause should specify 'p2.name', excluding p1 itself if it's implicitly included.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Liệt kê tên của những người có cùng quốc tịch với Wendell Meredith Stanley.,2,"MATCH (p1:Person {name: ""Wendell Meredith Stanley""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'List the names of people who share the same nationality as Wendell Meredith Stanley.'
Step 2: Identify entity 'Wendell Meredith Stanley' (a Person) and intent 'find all Persons who are citizens of the same Country'.
Step 3: Map 'Wendell Meredith Stanley' to Person.name. Map 'nationality' and 'same' to the IS_CITIZEN_OF relationship and the Country node.
Step 4: Construct MATCH (p1:Person {name: ""Wendell Meredith Stanley""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
